id, exclamation_mark, question_mark, @, sentiment_pos, sentiment_neg, sentiment_score, hashtag, people, location, organization, first_pronoun, second_pronoun, third_pronoun, URL, words, characters
3914282452343584, 1.0, 0.0, 0.0, 2.0, 0.0, 22.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 13.0
3869889435273607, 0.0, 0.0, 0.0, 1.0, 0.0, 55.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.0, 54.0
3913014887081486, 2.0, 0.0, 0.0, 4.0, 2.0, 2.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 39.0, 84.0
3918796626567964, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 14.0, 37.0
3911988595478332, 2.0, 5.0, 0.0, 2.0, 1.0, 22.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 75.0
3589467661161124, 0.0, 0.0, 0.0, 1.0, 0.0, 55.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.0, 49.0
3909450614302124, 2.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 15.0
3909801677164851, 2.0, 0.0, 0.0, 2.0, 2.0, 7.0, 0.0, 2.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 44.0, 98.0
3829326175177856, 0.0, 0.0, 0.0, 1.0, 1.0, 30.0, 0.0, 1.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 30.0, 67.0
3913392777841482, 0.0, 0.0, 0.0, 4.0, 0.0, 44.0, 0.0, 0.0, 0.0, 8.0, 0.0, 0.0, 0.0, 0.0, 41.0, 94.0
3588113236271731, 0.0, 0.0, 0.0, 2.0, 0.0, 88.0, 0.0, 1.0, 0.0, 3.0, 1.0, 0.0, 0.0, 0.0, 39.0, 87.0
3548084443358105, 2.0, 0.0, 0.0, 4.0, 0.0, 50.0, 0.0, 1.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 26.0, 68.0
3925077500356379, 0.0, 0.0, 0.0, 1.0, 2.0, -22.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 30.0, 63.0
3844145405501309, 2.0, 0.0, 0.0, 0.0, 1.0, 120.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 11.0, 24.0
3490499850098628, 0.0, 1.0, 0.0, 2.0, 0.0, 55.0, 0.0, 1.0, 0.0, 3.0, 1.0, 0.0, 0.0, 0.0, 29.0, 60.0
3880709737243600, 0.0, 0.0, 0.0, 2.0, 1.0, 25.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 20.0
3915187918582187, 0.0, 1.0, 1.0, 0.0, 3.0, -84.0, 0.0, 1.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 46.0, 98.0
3549918658511271, 0.0, 0.0, 0.0, 3.0, 1.0, 25.0, 0.0, 3.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 31.0, 70.0
3926550330086727, 1.0, 0.0, 0.0, 2.0, 0.0, 66.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11.0, 22.0
3554970932194213, 1.0, 0.0, 0.0, 1.0, 0.0, 55.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 26.0
3918249358259863, 0.0, 1.0, 0.0, 2.0, 2.0, 3.0, 0.0, 2.0, 0.0, 3.0, 0.0, 0.0, 1.0, 0.0, 43.0, 92.0
3909220875237585, 0.0, 0.0, 0.0, 0.0, 6.0, -48.0, 0.0, 3.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 47.0, 106.0
3556256721195708, 2.0, 0.0, 4.0, 2.0, 0.0, 55.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 22.0, 57.0
3764951749411918, 2.0, 0.0, 0.0, 1.0, 3.0, -56.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 72.0
3917793084566840, 1.0, 0.0, 1.0, 2.0, 2.0, -3.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 25.0, 55.0
3782965705948290, 1.0, 0.0, 0.0, 3.0, 0.0, 70.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 33.0, 85.0
3767517191018023, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.0, 16.0
3925876842227348, 0.0, 0.0, 0.0, 1.0, 0.0, 33.0, 0.0, 1.0, 0.0, 8.0, 0.0, 0.0, 0.0, 0.0, 35.0, 79.0
3879065880800848, 1.0, 0.0, 0.0, 5.0, 1.0, 38.0, 0.0, 4.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 38.0, 87.0
3912626499294886, 0.0, 1.0, 0.0, 5.0, 0.0, 51.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 46.0, 101.0
3900140768773777, 0.0, 0.0, 0.0, 3.0, 0.0, 40.0, 0.0, 1.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 27.0, 61.0
3843765141694962, 0.0, 1.0, 0.0, 1.0, 0.0, 100.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 33.0, 74.0
3924428809120263, 2.0, 0.0, 0.0, 2.0, 2.0, -3.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 31.0, 65.0
3487229395796957, 2.0, 0.0, 0.0, 2.0, 2.0, -20.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 25.0, 71.0
3888349938925436, 0.0, 0.0, 0.0, 2.0, 0.0, 33.0, 0.0, 1.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 41.0, 86.0
3876061995203383, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 4.0
3882505348339293, 1.0, 0.0, 0.0, 12.0, 11.0, -2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 30.0, 60.0
3684016962558543, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 4.0
3819514150370827, 0.0, 1.0, 0.0, 1.0, 4.0, -41.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 20.0, 50.0
3887709447433699, 0.0, 0.0, 0.0, 1.0, 4.0, -63.0, 0.0, 0.0, 0.0, 3.0, 3.0, 0.0, 0.0, 0.0, 39.0, 94.0
3708809429828984, 2.0, 5.0, 2.0, 3.0, 3.0, -26.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 24.0, 52.0
3912983954065698, 0.0, 0.0, 0.0, 3.0, 7.0, -34.0, 1.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 43.0, 96.0
3929786613221737, 0.0, 1.0, 0.0, 0.0, 1.0, -93.0, 0.0, 2.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 43.0, 90.0
3921129573929324, 1.0, 0.0, 0.0, 1.0, 0.0, 33.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 18.0
3923900591693365, 2.0, 0.0, 0.0, 4.0, 2.0, 28.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 40.0, 88.0
3852517349818383, 1.0, 0.0, 0.0, 2.0, 0.0, 22.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 35.0, 79.0
3920986539836708, 1.0, 1.0, 0.0, 2.0, 5.0, -23.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 42.0, 92.0
3921322075310515, 2.0, 2.0, 0.0, 0.0, 3.0, -48.0, 0.0, 3.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 45.0, 93.0
3555016406904055, 0.0, 0.0, 0.0, 1.0, 0.0, 77.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 25.0
3925797548683951, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 11.0
3930089479884915, 0.0, 0.0, 2.0, 0.0, 2.0, -66.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 49.0, 101.0
3928569845382921, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 24.0
3910997800568065, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 41.0, 91.0
3911895339514734, 2.0, 0.0, 0.0, 2.0, 8.0, -45.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 46.0, 104.0
3930143967753701, 0.0, 0.0, 0.0, 2.0, 4.0, -22.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 53.0, 115.0
3853022872660731, 1.0, 0.0, 0.0, 1.0, 0.0, 55.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 16.0, 44.0
3913745564544358, 0.0, 0.0, 0.0, 0.0, 1.0, -93.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 44.0, 114.0
3576100079039606, 1.0, 0.0, 1.0, 2.0, 0.0, 55.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 38.0, 84.0
3899073935617462, 1.0, 0.0, 0.0, 2.0, 0.0, 44.0, 0.0, 1.0, 0.0, 2.0, 1.0, 0.0, 0.0, 0.0, 43.0, 107.0
3920064299942800, 1.0, 0.0, 0.0, 1.0, 0.0, 55.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 24.0
3584521306131914, 1.0, 0.0, 0.0, 1.0, 1.0, 7.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 43.0, 95.0
3898999537387699, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 40.0, 83.0
3869510824498067, 0.0, 0.0, 0.0, 1.0, 2.0, -2.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 37.0, 84.0
3921756199068387, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 36.0, 78.0
3927616534451592, 2.0, 1.0, 2.0, 2.0, 0.0, 55.0, 1.0, 2.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 25.0, 56.0
3915259393782169, 2.0, 0.0, 0.0, 2.0, 1.0, 7.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 47.0, 106.0
3904133591268687, 0.0, 2.0, 0.0, 5.0, 2.0, 25.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 43.0, 91.0
3716967179281678, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 4.0
3926042072654761, 0.0, 0.0, 0.0, 0.0, 3.0, -57.0, 1.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 49.0, 133.0
3654204197808192, 2.0, 0.0, 1.0, 3.0, 0.0, 55.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 27.0, 63.0
3924326887195994, 2.0, 1.0, 0.0, 1.0, 3.0, -29.0, 1.0, 2.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 31.0, 65.0
3913529742348888, 0.0, 0.0, 0.0, 2.0, 3.0, -16.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 39.0, 91.0
3777175175886960, 2.0, 1.0, 0.0, 2.0, 1.0, 29.0, 0.0, 2.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 27.0, 74.0
3831822326539537, 0.0, 0.0, 0.0, 4.0, 3.0, -17.0, 0.0, 5.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 47.0, 106.0
3489171153072934, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0
3558061107430414, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 42.0, 119.0
3744110655799016, 2.0, 0.0, 0.0, 2.0, 1.0, 13.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 43.0, 101.0
3928435543580923, 0.0, 0.0, 0.0, 3.0, 2.0, -4.0, 0.0, 2.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 24.0, 54.0
3906542304599441, 0.0, 0.0, 0.0, 2.0, 0.0, 66.0, 0.0, 2.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 32.0, 78.0
3708819634443308, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 4.0
3910635425188758, 0.0, 0.0, 0.0, 1.0, 0.0, 77.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 20.0
3921455736045934, 0.0, 0.0, 0.0, 0.0, 8.0, -70.0, 0.0, 3.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 54.0, 116.0
3577817251553431, 0.0, 0.0, 0.0, 3.0, 1.0, 32.0, 0.0, 1.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 55.0, 112.0
3867082216913989, 0.0, 0.0, 0.0, 2.0, 1.0, 40.0, 1.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 44.0, 102.0
3919914005485295, 2.0, 0.0, 0.0, 2.0, 0.0, 44.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 30.0, 67.0
3917013820886145, 0.0, 0.0, 0.0, 1.0, 4.0, -52.0, 0.0, 1.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 44.0, 100.0
3924451458163220, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.0, 14.0
3923583237684628, 1.0, 0.0, 0.0, 7.0, 6.0, 22.0, 1.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 45.0, 99.0
3826452337917432, 0.0, 0.0, 0.0, 2.0, 0.0, 61.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 37.0, 107.0
3590559844820105, 0.0, 0.0, 0.0, 0.0, 1.0, -40.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 10.0, 30.0
3844875411796331, 0.0, 0.0, 0.0, 2.0, 0.0, 66.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 37.0, 88.0
3789096629153911, 1.0, 0.0, 0.0, 3.0, 0.0, 25.0, 0.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 49.0, 104.0
3929714387243415, 0.0, 1.0, 0.0, 1.0, 0.0, 55.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 18.0
3911222036430387, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 8.0
3914116105950835, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 5.0, 13.0
3801472082868928, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
3922459034369509, 0.0, 0.0, 0.0, 4.0, 2.0, 7.0, 1.0, 2.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 44.0, 95.0
3844265693796545, 2.0, 1.0, 0.0, 1.0, 0.0, 55.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.0, 14.0
3918137353665573, 0.0, 0.0, 0.0, 3.0, 1.0, 15.0, 0.0, 3.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 35.0, 72.0
3689416462089369, 1.0, 0.0, 0.0, 2.0, 0.0, 33.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 34.0, 82.0
3564506934518719, 1.0, 0.0, 0.0, 2.0, 3.0, 0.0, 0.0, 1.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 40.0, 87.0
3911724547290748, 2.0, 0.0, 1.0, 3.0, 1.0, 8.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 35.0, 85.0
3929882201725464, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0
3928712506157694, 0.0, 0.0, 0.0, 3.0, 7.0, -34.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 34.0, 76.0
3875565021306191, 2.0, 0.0, 0.0, 0.0, 1.0, -66.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.0, 20.0
3821483896078291, 0.0, 0.0, 0.0, 4.0, 0.0, 55.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 42.0, 100.0
3720558447836645, 2.0, 0.0, 0.0, 4.0, 2.0, 14.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 35.0, 85.0
3924489219357326, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 9.0, 19.0
3923895159169621, 0.0, 0.0, 0.0, 5.0, 0.0, 37.0, 0.0, 0.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 43.0, 93.0
3604623678104048, 2.0, 2.0, 0.0, 1.0, 3.0, -29.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 39.0, 87.0
3919901447891750, 0.0, 0.0, 0.0, 0.0, 2.0, -40.0, 0.0, 3.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 43.0, 101.0
3926207063846527, 0.0, 0.0, 0.0, 0.0, 3.0, -57.0, 0.0, 2.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 45.0, 97.0
3922129126664851, 0.0, 1.0, 0.0, 1.0, 2.0, -25.0, 1.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 31.0, 66.0
3595378190553241, 0.0, 0.0, 0.0, 1.0, 0.0, 55.0, 1.0, 2.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 40.0, 103.0
3916085080649682, 2.0, 0.0, 0.0, 3.0, 1.0, 12.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 36.0, 75.0
3520347494086739, 0.0, 0.0, 0.0, 1.0, 1.0, -61.0, 0.0, 1.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 45.0, 113.0
3924200425637767, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 4.0
3567981999315667, 0.0, 0.0, 0.0, 0.0, 3.0, -93.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 14.0, 28.0
3922428609003109, 0.0, 0.0, 0.0, 7.0, 1.0, 38.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 1.0, 0.0, 41.0, 89.0
3654335684788079, 2.0, 0.0, 0.0, 3.0, 0.0, 55.0, 0.0, 2.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 32.0, 74.0
3929729234786127, 2.0, 0.0, 0.0, 2.0, 0.0, 44.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 19.0
3556551304180279, 2.0, 0.0, 2.0, 6.0, 4.0, 23.0, 0.0, 1.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 26.0, 54.0
3923201874403939, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 4.0
3880859729690378, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.0, 14.0
3778549099997361, 0.0, 0.0, 0.0, 2.0, 5.0, -49.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 45.0, 109.0
3914551793619336, 0.0, 0.0, 0.0, 2.0, 0.0, 44.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 38.0, 79.0
3836175712041731, 0.0, 0.0, 0.0, 1.0, 0.0, 66.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 35.0, 103.0
3912704056039659, 0.0, 0.0, 0.0, 1.0, 0.0, 77.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 6.0
3911360200634554, 1.0, 2.0, 0.0, 10.0, 1.0, 36.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 44.0, 92.0
3923968023108292, 1.0, 0.0, 0.0, 5.0, 0.0, 24.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 39.0, 98.0
3822033907600033, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 8.0, 22.0
3555027400082577, 0.0, 0.0, 0.0, 4.0, 4.0, 5.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 40.0, 90.0
3908801336012992, 1.0, 0.0, 0.0, 1.0, 1.0, -5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 14.0, 36.0
3540252302492958, 0.0, 0.0, 0.0, 0.0, 1.0, -66.0, 0.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 25.0
3588716616221113, 2.0, 1.0, 3.0, 0.0, 1.0, -66.0, 0.0, 1.0, 0.0, 4.0, 0.0, 0.0, 1.0, 0.0, 32.0, 68.0
3907752185196603, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 9.0, 20.0
3926868451045330, 0.0, 2.0, 0.0, 1.0, 0.0, 55.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 38.0, 94.0
3906864737360397, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 4.0
3830163148128126, 2.0, 0.0, 0.0, 1.0, 1.0, 30.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 26.0, 59.0
3910950245301532, 0.0, 0.0, 0.0, 0.0, 1.0, -13.0, 0.0, 2.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.0, 38.0, 114.0
3712813891111765, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
3875510486766126, 0.0, 0.0, 1.0, 4.0, 1.0, 30.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 24.0
